WKT,fid,PROVINSI,KABUPATEN ATAU KOTA,KECAMATAN,KODE DESA ATAU KELURAHAN,DESA ATAU KELURAHAN,JUMLAH PENDUDUK,JUMLAH KK,LUAS WILAYAH (KM2),KEPADATAN PENDUDUK,PERPINDAHAN PENDUDUK,JUMLAH MENINGGAL,PERUBAHAN DATA,WAJIB KTP,ISLAM,KRISTEN,KATHOLIK,HINDU,BUDHA,KONGHUCU,KEPERCAYAAN TERHADAP TUHAN YME,LAKI-LAKI,PEREMPUAN,BELUM KAWIN,KAWIN,CERAI HIDUP,CERAI MATI,USIA 0-4 TAHUN,USIA 5-9 TAHUN,USIA 10-14 TAHUN,USIA 15-19 TAHUN,USIA 20-24 TAHUN,USIA 25-29 TAHUN,USIA 30-34 TAHUN,USIA 35-39 TAHUN,USIA 40-44 TAHUN,USIA 45-49 TAHUN,USIA 50-54 TAHUN,USIA 55-59 TAHUN,USIA 60-64 TAHUN,USIA 65-69 TAHUN,USIA 70-74 TAHUN,USIA 75 TAHUN KE ATAS,LAHIR TAHUN 2018,LAHIR SEBELUM TAHUN 2018,LAHIR TAHUN 2019,LAHIR SEBELUM TAHUN 2019,LAHIR TAHUN 2020,LAHIR SEBELUM TAHUN 2020,PERTUMBUHAN PENDUDUK TAHUN 2016 (%),PERTUMBUHAN PENDUDUK TAHUN 2017 (%),PERTUMBUHAN PENDUDUK TAHUN 2018 (%),USIA SEKOLAH 3-4 TAHUN,USIA SEKOLAH 5 TAHUN,USIA SEKOLAH 6-11 TAHUN,USIA SEKOLAH 12-14 TAHUN,USIA SEKOLAH 15-17 TAHUN,USIA SEKOLAH 18-22 TAHUN,USIA 4-18 TAHUN KHUSUS,USIA 5-6 TAHUN PAUD,USIA 7-12 TAHUN SD,USIA 12-15 TAHUN SMP,USIA 16-18 TAHUN SMA,TIDAK/BELUM SEKOLAH,BELUM TAMAT SD,TAMAT SD,SLTP,SLTA,D1 DAN D2,D3,S1,S2,S3,GOLONGAN DARAH A,GOLONGAN DARAH B,GOLONGAN DARAH AB,GOLONGAN DARAH O,GOLONGAN DARAH A+,GOLONGAN DARAH A-,GOLONGAN DARAH B+,GOLONGAN DARAH B-,GOLONGAN DARAH AB+,GOLONGAN DARAH AB-,GOLONGAN DARAH O+,GOLONGAN DARAH O-,GOLONGAN DARAH TIDAK DIKETAHUI,BELUM/TIDAK BEKERJA,APARATUR PEJABAT NEGARA,TENAGA PENGAJAR,WIRASWASTA,PERTANIAN DAN PETERNAKAN,NELAYAN,AGAMA DAN KEPERCAYAAN,PELAJAR DAN MAHASISWA,TENAGA KESEHATAN,PENSIUNAN,PEKERJAAN LAINNYA
"MULTIPOLYGON (((110.425799998872 -7.01599999890004,110.426699999007 -7.01610000171291,110.42880000142 -7.01639999756105,110.428100001515 -7.01689999903493,110.427499997228 -7.01740000050881,110.427400000711 -7.01740000050881,110.427099999466 -7.01770000175287,110.426600002489 -7.01819999962947,110.425700002354 -7.01889999953454,110.424899999636 -7.01960000033893,110.424099999616 -7.02039999945958,110.423099998467 -7.02129999959448,110.421999998102 -7.02239999816061,110.42040000166 -7.02380000156802,110.42040000166 -7.02369999875515,110.420099999516 -7.02250000097348,110.419499999726 -7.02050000047382,110.419499999726 -7.02019999922976,110.418999999152 -7.01839999895998,110.418299999247 -7.01570000125326,110.419200000281 -7.01559999933971,110.419900000186 -7.01559999933971,110.420099999516 -7.01559999933971,110.421799998772 -7.01559999933971,110.424299999846 -7.01579999867022,110.425400000211 -7.01599999890004,110.425799998872 -7.01599999890004)))",39540,JAWA TENGAH,KOTA SEMARANG,CANDISARI,3374081003,KALIWIRU,3087,1106,0.53,5824.53,11,5,2312,2431,2451,231,391,0,14,0,0,1482,1605,1397,1398,82,210,173,206,204,217,249,216,200,195,265,244,228,185,165,138,93,109,31,3012,39,2933,36,2972,1,1,1,64,266,129,129,139,231,645,79,270,129,136,613,301,307,369,1027,9,110,325,26,0,192,273,75,423,2,0,1,1,1,0,2,1,2116,703,61,30,1226,8,0,1,568,18,49,423
"MULTIPOLYGON (((110.384100002214 -6.98510000116329,110.384100002214 -6.98519999947956,110.385299999097 -6.98659999928975,110.385299999097 -6.9868000004189,110.385299999097 -6.98759999864023,110.385299999097 -6.9882999985453,110.385299999097 -6.98869999900495,110.385299999097 -6.98990000128322,110.385299999097 -6.99080000141811,110.385299999097 -6.99139999940962,110.385299999097 -6.99170000065368,110.385299999097 -6.99179999896995,110.384900000436 -6.99210000021401,110.384500001775 -6.99250000067366,110.384199998732 -6.99269999910484,110.383900001985 -6.99300000034896,110.383600000741 -6.99339999990929,110.383299998597 -6.99390000048385,110.383099999267 -6.99419999992926,110.382899999936 -6.99439999836045,110.382800002519 -6.99470000050383,110.382699999706 -6.99489999893501,110.382599998692 -6.99520000017907,110.382599998692 -6.99540000040889,110.382599998692 -6.99559999884008,110.382699999706 -6.99579999996922,110.382800002519 -6.99590000188277,110.38300000095 -6.99619999773091,110.383099999267 -6.99639999886006,110.383200002079 -6.99659999819056,110.383200002079 -6.99670000010411,110.383299998597 -6.99700000134817,110.383299998597 -6.99720000067867,110.383299998597 -6.9974000009085,110.383200002079 -6.99769999855528,110.383099999267 -6.99769999855528,110.38300000095 -6.99769999855528,110.382699999706 -6.997600000239,110.381700000356 -6.99729999809563,110.381400000011 -6.99720000067867,110.381200000681 -6.99709999966444,110.381099999666 -6.99709999966444,110.380100000316 -6.99700000134817,110.379999999302 -6.99700000134817,110.379999999302 -6.99650000077361,110.379999999302 -6.99639999886006,110.379900000985 -6.99590000188277,110.379799999072 -6.99529999849534,110.379799999072 -6.99510000006416,110.379799999072 -6.99500000084856,110.379799999072 -6.99480000151806,110.379900000985 -6.99470000050383,110.379999999302 -6.99449999937468,110.379999999302 -6.99429999914486,110.379999999302 -6.99419999992926,110.379999999302 -6.99399999880012,110.379999999302 -6.99370000115334,110.379999999302 -6.99339999990929,110.380100000316 -6.99300000034896,110.380100000316 -6.99280000011913,110.380199998632 -6.99269999910484,110.380199998632 -6.99260000078863,110.380299999646 -6.99240000145812,110.380399997963 -6.99230000134315,110.38060000179 -6.99199999830046,110.380899999436 -6.99170000065368,110.381200000681 -6.99130000199267,110.381400000011 -6.99109999816557,110.381700000356 -6.99089999793574,110.381900001485 -6.99069999860524,110.382100000815 -6.99040000095846,110.382300001045 -6.9900999997144,110.382300001045 -6.98999999780085,110.382399999362 -6.98979999847035,110.382399999362 -6.98930000149306,110.382499999476 -6.98860000068868,110.382699999706 -6.98730000099346,110.383699998157 -6.98499999924974,110.383800000071 -6.98510000116329,110.384100002214 -6.98510000116329)))",39589,JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,3374131006,KALIBANTENG KIDUL,5202,1781,0.45,11560,34,3,3642,4015,4420,477,295,0,10,0,0,2594,2608,2252,2473,141,336,325,355,375,389,403,365,356,356,478,409,396,274,259,182,111,169,80,5001,80,4914,62,4994,2,1,2,139,441,232,215,235,438,1.158,135,473,231,239,1549,702,163,562,1469,37,157,514,42,7,233,279,92,477,0,0,2,0,0,1,2,3,4113,1618,237,63,1813,105,9,0,550,14,53,740
"MULTIPOLYGON (((110.402499999976 -6.99089999793574,110.402499999976 -6.99100000074861,110.402499999976 -6.99159999963945,110.402499999976 -6.99179999896995,110.402499999976 -6.99199999830046,110.402399998062 -6.99230000134315,110.402399998062 -6.99269999910484,110.401900001985 -6.99260000078863,110.401799999172 -6.99260000078863,110.401700000855 -6.99269999910484,110.401599999841 -6.99280000011913,110.401399999611 -6.99290000023404,110.401200000281 -6.99290000023404,110.400899999037 -6.99290000023404,110.40060000139 -6.99280000011913,110.400199999132 -6.99280000011913,110.399799998672 -6.99260000078863,110.399399999112 -6.99250000067366,110.399099997868 -6.99250000067366,110.39900000135 -6.99240000145812,110.398899997638 -6.99230000134315,110.39840000156 -6.9919000008835,110.39820000133 -6.99170000065368,110.397700000755 -6.99130000199267,110.397500000526 -6.99120000097844,110.396899998038 -6.99080000141811,110.396600000391 -6.9906000020876,110.395899998687 -6.99020000162795,110.395599999242 -6.98999999780085,110.395500000026 -6.98990000128322,110.395500000026 -6.98970000105339,110.395599999242 -6.98950000172289,110.395599999242 -6.98930000149306,110.395599999242 -6.98919999868019,110.395700000256 -6.98910000306188,110.395700000256 -6.98900000024901,110.3960000015 -6.9882999985453,110.396099999816 -6.98800000179784,110.396299999147 -6.98749999942464,110.396499998477 -6.9868000004189,110.396600000391 -6.98640000085857,110.396600000391 -6.98570000005418,110.396600000391 -6.98530000049379,110.396600000391 -6.98510000116329,110.396499998477 -6.98480000081855,110.396499998477 -6.98449999867518,110.39640000106 -6.9842000010284,110.396699998707 -6.98409999911485,110.397399999511 -6.98400000079857,110.397799999072 -6.98400000079857,110.399099997868 -6.98400000079857,110.399199999781 -6.98400000079857,110.399900000586 -6.98400000079857,110.400499998577 -6.98400000079857,110.401500001525 -6.98400000079857,110.401700000855 -6.98389999978434,110.402199997833 -6.98389999978434,110.402199997833 -6.98400000079857,110.402199997833 -6.98460000058873,110.402199997833 -6.98490000093347,110.402199997833 -6.98640000085857,110.402399998062 -6.98770000055379,110.402499999976 -6.98910000306188,110.402499999976 -6.98959999913984,110.402499999976 -6.9900999997144,110.402499999976 -6.9906000020876,110.402499999976 -6.99089999793574)))",61728,JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,3374131009,BOJONGSALAMAN,8358,2959,0.61,13701.64,32,12,5536,6511,6749,773,804,6,24,0,2,4043,4315,3802,3752,278,526,427,570,648,645,629,584,512,569,714,694,644,491,435,290,217,289,108,8091,88,7997,101,8085,1,1,1,198,765,394,372,391,642,1.911,220,811,385,387,2430,972,243,981,2488,23,315,829,72,5,326,449,140,662,3,1,3,0,3,0,6,2,6763,2600,268,85,3036,75,5,27,930,41,104,1187
"MULTIPOLYGON (((110.39640000106 -6.9842000010284,110.396499998477 -6.98449999867518,110.396499998477 -6.98480000081855,110.396600000391 -6.98510000116329,110.396600000391 -6.98530000049379,110.396600000391 -6.98570000005418,110.396600000391 -6.98640000085857,110.396499998477 -6.9868000004189,110.396299999147 -6.98749999942464,110.396099999816 -6.98800000179784,110.3960000015 -6.9882999985453,110.395700000256 -6.98900000024901,110.395700000256 -6.98910000306188,110.395599999242 -6.98919999868019,110.395599999242 -6.98930000149306,110.395599999242 -6.98950000172289,110.395500000026 -6.98970000105339,110.395500000026 -6.98990000128322,110.395299999796 -6.98979999847035,110.395100002264 -6.98970000105339,110.394999999451 -6.98959999913984,110.394599999891 -6.98939999980934,110.394400000561 -6.98930000149306,110.39420000123 -6.98919999868019,110.39380000077 -6.98889999833546,110.393199999182 -6.98849999877513,110.392400000061 -6.98810000011412,110.391899998587 -6.98789999988429,110.391899998587 -6.98779999887006,110.391700000156 -6.98779999887006,110.39160000094 -6.98770000055379,110.390900001035 -6.98759999864023,110.390399998662 -6.98759999864023,110.3900000018 -6.98759999864023,110.390199999332 -6.98690000143313,110.390199999332 -6.98629999894502,110.390199999332 -6.98510000116329,110.390099999217 -6.98409999911485,110.3900000018 -6.98400000079857,110.389800000671 -6.98319999808064,110.390700001705 -6.9829000022325,110.392099997918 -6.98250000177285,110.392400000061 -6.9823999998593,110.392999999851 -6.98220000142811,110.393599996943 -6.98200000029897,110.39420000123 -6.98180000096846,110.394900002034 -6.98169999995423,110.395299999796 -6.98160000073864,110.395399999012 -6.98169999995423,110.395500000026 -6.98229999884506,110.395700000256 -6.98260000008912,110.3960000015 -6.98339999920978,110.396299999147 -6.98400000079857,110.39640000106 -6.9842000010284)))",61749,JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,3374131010,SALAMANMLOYO,3412,1220,0.47,7259.57,21,3,2479,2672,2675,307,366,6,58,0,0,1618,1794,1534,1540,101,237,170,231,252,269,250,219,219,220,282,300,266,221,158,134,93,128,52,3278,42,3260,43,3302,1,1,1,104,267,163,169,161,274,750,87,288,164,159,880,354,125,359,973,18,155,499,43,6,132,217,53,299,1,0,1,0,0,0,0,1,2708,958,119,46,1355,29,5,3,420,23,40,414
"MULTIPOLYGON (((110.401799999172 -6.98110000016408,110.402199997833 -6.98389999978434,110.401700000855 -6.98389999978434,110.401500001525 -6.98400000079857,110.400499998577 -6.98400000079857,110.399900000586 -6.98400000079857,110.399199999781 -6.98400000079857,110.399099997868 -6.98400000079857,110.397799999072 -6.98400000079857,110.397399999511 -6.98400000079857,110.396699998707 -6.98409999911485,110.39640000106 -6.9842000010284,110.396299999147 -6.98400000079857,110.3960000015 -6.98339999920978,110.395700000256 -6.98260000008912,110.395500000026 -6.98229999884506,110.395399999012 -6.98169999995423,110.395299999796 -6.98160000073864,110.39620000083 -6.98140000140813,110.396999999951 -6.9813000003939,110.399099997868 -6.98090000083357,110.399799998672 -6.98079999892002,110.401399999611 -6.98099999914984,110.401799999172 -6.98110000016408)))",61764,JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,3374131011,CABEAN,2763,1001,0.23,12013.04,24,7,1922,2200,2203,242,269,3,45,0,1,1302,1461,1237,1246,98,182,136,146,212,211,216,194,187,166,210,221,221,189,151,129,83,91,26,2696,26,2650,34,2676,1,1,1,60,212,129,119,133,229,584,68,226,130,134,676,306,116,265,876,16,100,368,39,1,151,201,59,298,2,0,3,0,0,0,3,0,2046,756,92,24,1068,18,1,0,361,13,36,394
"MULTIPOLYGON (((110.395299999796 -6.98160000073864,110.394900002034 -6.98169999995423,110.39420000123 -6.98180000096846,110.393599996943 -6.98200000029897,110.392999999851 -6.98220000142811,110.392400000061 -6.9823999998593,110.392099997918 -6.98250000177285,110.390700001705 -6.9829000022325,110.389800000671 -6.98319999808064,110.389800000671 -6.98299999875013,110.38940000201 -6.98119999937967,110.388999998852 -6.97950000012412,110.388199998832 -6.97539999990926,110.388500000076 -6.97529999889503,110.388500000076 -6.97520000147807,110.389499999427 -6.97509999956452,110.390199999332 -6.97509999956452,110.390599998892 -6.97500000034893,110.391199998682 -6.97500000034893,110.391399998013 -6.97500000034893,110.392099997918 -6.97500000034893,110.392600000291 -6.97500000034893,110.393100000865 -6.97490000113334,110.393399999411 -6.97490000113334,110.393599996943 -6.97470000000419,110.393699999756 -6.97470000000419,110.393699999756 -6.97480000101842,110.39380000077 -6.97480000101842,110.393900000885 -6.97470000000419,110.393900000885 -6.97459999809064,110.394000001 -6.97459999809064,110.39420000123 -6.97480000101842,110.394299998647 -6.97509999956452,110.394400000561 -6.97529999889503,110.394599999891 -6.97659999948957,110.394699998207 -6.97789999828547,110.394800000121 -6.97850000077364,110.395100002264 -6.98039999935969,110.395299999796 -6.98160000073864)))",61770,JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,3374131012,KARANGAYU,7631,2620,0.54,14131.48,31,12,5218,5796,6822,497,271,12,26,2,1,3764,3867,3477,3456,249,449,460,562,600,669,555,542,557,579,621,569,505,462,381,252,159,158,105,7225,108,7224,91,7332,1,1,1,227,693,389,388,394,605,1.816,219,721,411,360,2269,1114,426,949,1998,40,193,599,42,1,326,368,146,651,10,2,4,1,2,1,3,4,6113,2447,154,55,2926,104,3,2,836,20,46,1038
"MULTIPOLYGON (((110.401399999611 -6.97749999872514,110.401799999172 -6.980000001598,110.401799999172 -6.98110000016408,110.401399999611 -6.98099999914984,110.399799998672 -6.98079999892002,110.399099997868 -6.98090000083357,110.396999999951 -6.9813000003939,110.39620000083 -6.98140000140813,110.395299999796 -6.98160000073864,110.395100002264 -6.98039999935969,110.394800000121 -6.97850000077364,110.394699998207 -6.97789999828547,110.394599999891 -6.97659999948957,110.394400000561 -6.97529999889503,110.394299998647 -6.97509999956452,110.39420000123 -6.97480000101842,110.394000001 -6.97459999809064,110.393500000426 -6.97410000111336,110.393199999182 -6.97370000065371,110.392999999851 -6.97349999862524,110.392999999851 -6.97320000187779,110.394499998877 -6.97300000074864,110.394499998877 -6.97289999973441,110.394699998207 -6.97289999973441,110.394699998207 -6.97280000231746,110.394800000121 -6.97280000231746,110.394800000121 -6.97250000017408,110.394699998207 -6.97239999736121,110.394699998207 -6.97190000128325,110.395199998782 -6.97190000128325,110.395100002264 -6.97150000172292,110.395100002264 -6.97089999923475,110.3960000015 -6.97080000091853,110.396099999816 -6.97080000091853,110.396099999816 -6.97089999923475,110.396600000391 -6.97089999923475,110.396600000391 -6.97069999900492,110.397399999511 -6.97049999967442,110.397900000086 -6.97029999944459,110.398499999876 -6.97029999944459,110.399300000795 -6.97029999944459,110.399900000586 -6.97019999843036,110.400099999916 -6.97019999843036,110.400300000146 -6.97019999843036,110.400499998577 -6.97019999843036,110.401000000051 -6.97289999973441,110.401200000281 -6.97439999965945,110.401299999496 -6.97599999969941,110.401299999496 -6.97630000094347,110.401399999611 -6.97749999872514)))",61900,JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,3374131013,KROBOKAN,14533,4917,0.88,16514.77,78,6,9968,11220,12948,915,628,11,30,0,1,7191,7342,6539,6596,482,916,812,1002,1108,1211,1248,979,971,1030,1214,1141,1085,883,683,472,314,380,198,13957,178,13822,164,14000,1,1,1,392,1280,703,696,727,1253,3.382,420,1.326,741,697,4496,2111,575,1767,4153,66,350,955,55,5,348,480,138,802,4,0,4,1,2,0,4,6,12744,4800,264,97,5404,313,10,6,1438,33,114,2054
"MULTIPOLYGON (((110.434099998517 -7.00919999917983,110.434200000431 -7.00919999917983,110.434399999761 -7.00919999917983,110.434799998422 -7.00919999917983,110.435699999456 -7.00919999917983,110.435899998787 -7.00919999917983,110.436500001275 -7.0093000019927,110.438600000091 -7.00979999807066,110.438700001105 -7.00979999807066,110.439899999786 -7.01020000032895,110.440399999461 -7.01040000055877,110.440699998008 -7.01040000055877,110.441300001395 -7.01059999988928,110.441399997913 -7.01059999988928,110.4420000013 -7.0108000001191,110.442500000076 -7.01100000124825,110.442800000421 -7.01100000124825,110.443100000765 -7.01110000046384,110.443399999312 -7.01110000046384,110.443700000556 -7.01110000046384,110.443700000556 -7.01119999967943,110.443999998202 -7.01119999967943,110.444100000116 -7.01119999967943,110.444400002259 -7.01130000159299,110.44460000159 -7.01139999990926,110.444800000021 -7.01150000092349,110.444200002929 -7.01309999916481,110.443799998872 -7.0141999986302,110.443599998642 -7.01480000201769,110.443500001225 -7.01529999809566,110.443399999312 -7.01550000192276,110.443100000765 -7.0163000001441,110.442800000421 -7.01709999926476,110.442699998507 -7.01740000050881,110.442500000076 -7.01780000006914,110.442299999846 -7.01810000041388,110.442099998717 -7.01839999895998,110.441500000726 -7.01889999953454,110.440699998008 -7.01960000033893,110.439899999786 -7.02019999922976,110.439500001125 -7.02050000047382,110.439100000666 -7.020699998905,110.438999999651 -7.020699998905,110.437899999287 -7.0210000019477,110.437499998827 -7.02059999879009,110.437499998827 -7.02039999945958,110.437700000855 -7.0199000024823,110.438099998617 -7.01940000100842,110.438499998177 -7.01909999886504,110.438600000091 -7.01909999886504,110.438799999421 -7.01880000121827,110.438900002234 -7.01819999962947,110.438900002234 -7.01810000041388,110.438799999421 -7.01810000041388,110.438799999421 -7.01799999939965,110.438700001105 -7.01799999939965,110.438600000091 -7.01790000018406,110.438499998177 -7.01780000006914,110.43840000076 -7.01780000006914,110.438299998847 -7.01780000006914,110.438200000531 -7.01780000006914,110.438099998617 -7.01790000018406,110.438000000301 -7.01790000018406,110.437899999287 -7.01799999939965,110.43780000097 -7.01790000018406,110.43760000164 -7.01810000041388,110.437499998827 -7.01819999962947,110.437199999382 -7.01830000064371,110.437100001065 -7.01830000064371,110.436999999152 -7.01839999895998,110.436799998922 -7.01839999895998,110.436400000261 -7.01839999895998,110.436200000031 -7.01839999895998,110.4360000016 -7.01830000064371,110.435899998787 -7.01830000064371,110.435699999456 -7.01839999895998,110.435299999896 -7.01859999829048,110.435199997983 -7.01859999829048,110.434900000336 -7.01849999997421,110.434799998422 -7.01849999997421,110.434799998422 -7.01839999895998,110.434399999761 -7.01830000064371,110.434200000431 -7.01819999962947,110.434399999761 -7.01790000018406,110.434500001675 -7.01770000175287,110.434099998517 -7.01759999983932,110.434000000201 -7.01759999983932,110.434000000201 -7.01749999702645,110.434099998517 -7.01720000027899,110.434000000201 -7.01709999926476,110.434000000201 -7.0170000018478,110.43380000177 -7.0170000018478,110.433600000641 -7.01689999903493,110.433600000641 -7.01680000161798,110.433600000641 -7.01669999970443,110.433600000641 -7.0163000001441,110.433699998058 -7.01599999890004,110.433600000641 -7.01590000058377,110.433400002209 -7.01579999867022,110.43320000198 -7.01559999933971,110.433099999167 -7.01550000192276,110.433099999167 -7.01529999809566,110.432999998152 -7.01529999809566,110.432700000506 -7.0152000006787,110.432399999262 -7.01500000044888,110.43220000083 -7.01500000044888,110.432100002514 -7.01500000044888,110.431999998802 -7.01489999853527,110.431799999471 -7.01480000201769,110.431399999911 -7.01460000088855,110.431099999566 -7.01449999897494,110.431000003049 -7.01440000245736,110.431000003049 -7.0141999986302,110.431399999911 -7.0135000014231,110.43160000104 -7.01309999916481,110.431699999357 -7.01289999893498,110.431799999471 -7.01279999971939,110.431799999471 -7.01269999960448,110.431799999471 -7.01260000128821,110.431799999471 -7.01250000027397,110.431799999471 -7.01240000015906,110.431799999471 -7.01220000172788,110.431799999471 -7.01199999880009,110.431699999357 -7.01159999923976,110.431699999357 -7.01139999990926,110.43160000104 -7.01049999887505,110.431699999357 -7.01040000055877,110.431699999357 -7.01020000032895,110.431799999471 -7.00989999998421,110.431899998687 -7.00979999807066,110.432300000945 -7.0093000019927,110.432500001175 -7.00919999917983,110.432500001175 -7.00910000086355,110.432500001175 -7.00899999895,110.432500001175 -7.00860000118831,110.432599998592 -7.00860000118831,110.432700000506 -7.00860000118831,110.433400002209 -7.00899999895,110.433899998287 -7.00919999917983,110.434099998517 -7.00919999917983)),((110.432100002514 -7.00719999868016,110.431999998802 -7.00670000260226,110.431999998802 -7.00649999787578,110.432100002514 -7.00719999868016)))",64522,JAWA TENGAH,KOTA SEMARANG,CANDISARI,3374081004,JOMBLANG,19980,6928,1.14,17526.32,97,23,15198,15160,18105,1095,733,14,31,1,1,9851,10129,8874,9288,594,1224,1229,1515,1607,1535,1499,1425,1371,1573,1635,1545,1300,1129,1018,705,394,500,273,19005,274,18897,265,19171,1,1,1,568,1932,944,906,941,1511,4.731,605,1.979,948,926,4620,2233,2717,2580,5941,41,468,1274,101,5,827,1065,358,1852,9,0,12,0,4,0,8,8,15837,5173,386,136,7907,90,6,4,3241,53,211,2773
"MULTIPOLYGON (((110.311099998367 -6.9587999988201,110.311299997698 -6.95899999904992,110.311200000281 -6.9593000011933,110.311099998367 -6.95969999895499,110.311099998367 -6.95989999918481,110.311099998367 -6.96040000065869,110.311099998367 -6.96049999807565,110.311200000281 -6.96119999888003,110.311200000281 -6.96129999989427,110.311099998367 -6.96159999844036,110.310899999037 -6.96200000249729,110.310800000721 -6.96229999924475,110.31060000139 -6.96249999857525,110.31060000139 -6.96260000048881,110.31040000206 -6.96290000173286,110.310199999132 -6.96310000106337,110.309999998902 -6.96339999871014,110.309900000586 -6.9636999999542,110.309799998672 -6.96379999827047,110.309799998672 -6.96390000018408,110.309599998442 -6.96429999884509,110.309500001025 -6.96460000008915,110.309300002594 -6.96480000031897,110.309099998767 -6.96510000156303,110.30880000112 -6.96550000202268,110.308599999991 -6.96579999877014,110.308400000661 -6.96610000001419,110.30820000133 -6.96640000035893,110.308100001215 -6.96640000035893,110.307799999072 -6.96689999733621,110.307599999741 -6.96700000014908,110.307500001425 -6.96720000037891,110.307399999511 -6.96730000049382,110.307399999511 -6.96739999970941,110.307100001865 -6.96779999837042,110.306800000621 -6.96809999961448,110.306699997808 -6.96829999984431,110.306499999377 -6.96849999917481,110.30640000196 -6.96870000030395,110.30620000083 -6.96899999974937,110.3060000015 -6.96930000279207,110.305799998572 -6.96959999953952,110.305700000256 -6.96970000145308,110.305300000696 -6.97029999944459,110.305100001365 -6.97060000248734,110.304800000121 -6.97109999856525,110.30460000169 -6.97129999879508,110.304499997978 -6.97150000172292,110.304299997748 -6.97179999936969,110.304099999317 -6.97210000151307,110.304000001 -6.97239999736121,110.30380000167 -6.97260000118831,110.303699999756 -6.9727000004039,110.303599998742 -6.97289999973441,110.303599998742 -6.97300000074864,110.303699999756 -6.97320000187779,110.303399998512 -6.97329999839542,110.303199999182 -6.97329999839542,110.302999999851 -6.97329999839542,110.3020000014 -6.97349999862524,110.301499999926 -6.97349999862524,110.301199998682 -6.9736000005388,110.30040000136 -6.9736000005388,110.299899998987 -6.9736000005388,110.29960000134 -6.9736000005388,110.29940000201 -6.9736000005388,110.298500001875 -6.97349999862524,110.298300000745 -6.97349999862524,110.2980000013 -6.97340000030897,110.298099998717 -6.97329999839542,110.298099998717 -6.97320000187779,110.298199999731 -6.97309999816559,110.298399999961 -6.9727000004039,110.298900000536 -6.97199999780088,110.299199998182 -6.97170000195274,110.299300000096 -6.97150000172292,110.29940000201 -6.97150000172292,110.299499999426 -6.97150000172292,110.29960000134 -6.97150000172292,110.299699999656 -6.97150000172292,110.299699999656 -6.97139999890999,110.299699999656 -6.97129999879508,110.299699999656 -6.97120000047886,110.29960000134 -6.97109999856525,110.299499999426 -6.97100000204767,110.299499999426 -6.97089999923475,110.299499999426 -6.97069999900492,110.299499999426 -6.97060000248734,110.299499999426 -6.97049999967442,110.299499999426 -6.97040000315684,110.29940000201 -6.97040000315684,110.299300000096 -6.97040000315684,110.299300000096 -6.97019999843036,110.299499999426 -6.96959999953952,110.29960000134 -6.96940000020902,110.29960000134 -6.96930000279207,110.29960000134 -6.96909999806564,110.299499999426 -6.96889999963446,110.299300000096 -6.96829999984431,110.299300000096 -6.96819999793075,110.299300000096 -6.96799999860025,110.299300000096 -6.96790000028398,110.29940000201 -6.96770000095347,110.29960000134 -6.96750000162297,110.299899998987 -6.96720000037891,110.300099998317 -6.9668000017179,110.300099998317 -6.96660000058876,110.300700001705 -6.96610000001419,110.300900000136 -6.96590000068369,110.300999999352 -6.96559999854031,110.301100000366 -6.96539999920981,110.301100000366 -6.96519999897998,110.301499999926 -6.96510000156303,110.30180000117 -6.96499999964948,110.302099998817 -6.96480000031897,110.302199999831 -6.96429999884509,110.302299999047 -6.96400000119831,110.302499999277 -6.96330000129319,110.302499999277 -6.9629999982505,110.302499999277 -6.96249999857525,110.302400000061 -6.96220000092848,110.302400000061 -6.96189999968442,110.302299999047 -6.96150000102341,110.302400000061 -6.96119999888003,110.302599999392 -6.9607999993197,110.302700001305 -6.9605999999892,110.302700001305 -6.960099997616,110.302799999621 -6.95980000176786,110.302900002434 -6.95960000063872,110.303300000196 -6.95899999904992,110.303399998512 -6.95870000140314,110.303500000426 -6.95850000117332,110.303599998742 -6.95839999925977,110.305100001365 -6.9587999988201,110.306899998038 -6.9587999988201,110.308699999207 -6.9587999988201,110.310499999476 -6.9587999988201,110.311099998367 -6.9587999988201)))",64561,JAWA TENGAH,KOTA SEMARANG,TUGU,3374161007,MANGUNHARJO,6605,2250,4.75,1390.53,47,8,4912,4922,6532,37,24,4,6,0,2,3307,3298,2914,3167,211,313,465,513,544,497,499,541,578,530,536,471,458,332,324,143,82,92,108,6085,103,6191,98,6294,2,2,2,202,642,324,302,305,500,1.561,208,649,305,291,2192,1313,501,983,1365,4,75,162,10,0,39,36,10,74,1,0,0,1,0,0,0,2,6442,2303,56,27,2359,235,70,0,574,7,14,960
